seed,kind,case,phase,block,pulse,rest_ms,label,input_hz,onset_s,duration_ms,input_events,stimulus_spikes,sensory_A,total_spikes,noninput_spikes,resource_before,resource_after,event_file,aBN1,aDN1,aDN2
3702,response,fast24,train,1,20,0.0,A,150.0,10.0,300.0,2065,2030,2030,2306,276,0.509112720644425,0.4574788999023481,events_00269.parquet,0,0,0
3702,response,fast24,train,1,21,0.0,A,150.0,10.5,300.0,2065,2030,2030,2306,276,0.5091066085576119,0.4574747883019727,events_00271.parquet,0,0,0
3702,response,fast24,train,1,22,0.0,A,150.0,11.0,300.0,2065,2030,2030,2306,276,0.5091028882277444,0.4574722807010873,events_00273.parquet,0,0,0
3702,response,fast24,train,1,23,0.0,A,150.0,11.5,300.0,2065,2030,2030,2306,276,0.509100619256634,0.4574707484303315,events_00275.parquet,0,0,0
3702,response,fast24,recovery,0,-1,200.0,A,150.0,12.0,300.0,2065,2030,2030,2306,276,0.5090992328007193,0.4574698104015754,events_00277.parquet,0,0,0
3702,response,fast24,recovery,0,-1,500.0,A,150.0,12.3,300.0,2065,2030,2030,2361,331,0.577477794038399,0.5014173246707414,events_00279.parquet,2,0,0
3702,response,fast24,recovery,0,-1,1000.0,A,150.0,12.8,300.0,2065,2030,2030,2402,372,0.6709393751320476,0.5614859206515028,events_00281.parquet,3,0,0
3702,response,fast24,recovery,0,-1,2000.0,A,150.0,13.8,300.0,2065,2030,2030,2516,486,0.8004146421133894,0.6447008353875426,events_00283.parquet,6,0,0
3702,response,fast24,recovery,0,-1,5000.0,A,150.0,16.8,300.0,2065,2030,2030,2669,639,0.9554664871314787,0.7443540461023374,events_00285.parquet,8,1,1
3702,response,slow12,train,1,0,0.0,A,150.0,0.0,300.0,2065,2030,2030,2712,682,1.0,0.772976134031952,events_00286.parquet,9,2,3
3702,response,slow12,train,1,1,0.0,A,150.0,1.0,300.0,2065,2030,2030,2551,521,0.840018985570419,0.6705495423659907,events_00288.parquet,7,0,2
3702,response,slow12,train,1,2,0.0,A,150.0,2.0,300.0,2065,2030,2030,2485,455,0.7678401863529342,0.6242101691951072,events_00290.parquet,5,0,0
3702,response,slow12,train,1,3,0.0,A,150.0,3.0,300.0,2065,2030,2030,2463,433,0.7351853819943815,0.6031879223256769,events_00292.parquet,4,0,0
3702,response,slow12,train,1,4,0.0,A,150.0,4.0,300.0,2065,2030,2030,2444,414,0.7203712550063675,0.5936249321393834,events_00294.parquet,5,0,0
3702,response,slow12,train,1,5,0.0,A,150.0,5.0,300.0,2065,2030,2030,2441,411,0.7136323297199896,0.5892629226741435,events_00296.parquet,5,0,0
3702,response,slow12,train,1,6,0.0,A,150.0,6.0,300.0,2065,2030,2030,2440,410,0.7105584736025946,0.5872678941277167,events_00298.parquet,4,0,0
3702,response,slow12,train,1,7,0.0,A,150.0,7.0,300.0,2065,2030,2030,2438,408,0.709152600747279,0.5863529994900342,events_00300.parquet,4,0,0
3702,response,slow12,train,1,8,0.0,A,150.0,8.0,300.0,2065,2030,2030,2437,407,0.7085078853927566,0.585932330154358,events_00302.parquet,4,0,0
3702,response,slow12,train,1,9,0.0,A,150.0,9.0,300.0,2065,2030,2030,2441,411,0.7082114447221955,0.5857384000270123,events_00304.parquet,4,0,0
3702,response,slow12,train,1,10,0.0,A,150.0,10.0,300.0,2065,2030,2030,2440,410,0.7080747844712175,0.5856487666576288,events_00306.parquet,4,0,0
3702,response,slow12,train,1,11,0.0,A,150.0,11.0,300.0,2065,2030,2030,2440,410,0.7080116209033714,0.5856072332009882,events_00308.parquet,4,0,0
3702,response,slow12,recovery,0,-1,200.0,A,150.0,11.5,300.0,2065,2030,2030,2389,359,0.6250419188368046,0.5323649296196209,events_00310.parquet,3,0,0
3702,response,slow12,recovery,0,-1,500.0,A,150.0,11.8,300.0,2065,2030,2030,2409,379,0.6772705887178035,0.5658801511770187,events_00312.parquet,3,0,0
3702,response,slow12,recovery,0,-1,1000.0,A,150.0,12.3,300.0,2065,2030,2030,2486,456,0.748658081773252,0.6116896204135878,events_00314.parquet,4,0,0
3702,response,slow12,recovery,0,-1,2000.0,A,150.0,13.3,300.0,2065,2030,2030,2563,533,0.8475534205244917,0.6751509185242549,events_00316.parquet,7,0,1
3702,response,slow12,recovery,0,-1,5000.0,A,150.0,16.3,300.0,2065,2030,2030,2685,655,0.9659845703075494,0.751148378029165,events_00318.parquet,9,1,3
3702,response,strong12,train,1,0,0.0,A,200.0,0.0,300.0,2793,2732,2732,3775,1043,1.0,0.7076034623412677,events_00319.parquet,11,4,4
3702,response,strong12,train,1,1,0.0,A,200.0,0.5,300.0,2793,2732,2732,3390,658,0.7354286718222184,0.5545570509920886,events_00321.parquet,8,1,2
3702,response,strong12,train,1,2,0.0,A,200.0,1.0,300.0,2793,2732,2732,3227,495,0.5969465521373578,0.4741031074184427,events_00323.parquet,5,0,0
3702,response,strong12,train,1,3,0.0,A,200.0,1.5,300.0,2793,2732,2732,3137,405,0.5241488135633693,0.4316277128404046,events_00325.parquet,3,0,0
3702,response,strong12,train,1,4,0.0,A,200.0,2.0,300.0,2793,2732,2732,3103,371,0.4857154872033187,0.4091070136231073,events_00327.parquet,2,0,0
3702,response,strong12,train,1,5,0.0,A,200.0,2.5,300.0,2793,2732,2732,3085,353,0.465337915871175,0.3971157467904835,events_00329.parquet,2,0,0
